id,base_month_income,base_car_km,base_loan_rate,base_loan_monthrepay,base_car_years,base_ages,br_scoreafautofin,ir_id_x_cell_cnt,ir_m12_id_x_home_addr_cnt,ir_allmatch_days,als_m12_id_tot_mons,als_m12_id_max_monnum,als_m12_id_nbank_oth_orgnum,als_m12_id_nbank_allnum,als_lst_cell_bank_inteday,als_m12_id_nbank_tot_mons,als_m12_id_nbank_max_monnum,als_m12_id_rel_allnum,als_m12_id_nbank_cons_orgnum,als_m12_cell_bank_tra_allnum,als_m12_cell_nbank_cf_allnum,als_m12_id_nbank_finlea_allnum,als_m12_cell_af_allnum,als_m12_cell_pdl_allnum,als_m6_id_nbank_allnum,als_m6_id_max_monnum,als_m6_id_nbank_oth_orgnum,als_m6_id_nbank_tot_mons,als_m6_id_nbank_max_monnum,als_m3_id_nbank_allnum,als_m3_id_max_monnum,als_m3_id_nbank_oth_orgnum,als_m3_id_nbank_tot_mons,als_m3_id_nbank_max_monnum,als_d15_id_nbank_oth_allnum,fico_result,fico_app_cnt,base_is_guarantee,base_nation,base_is_local,base_has_rebuy,base_sex,zx_result,zx_is_baihu,zx_is_current_ovd,zx_is_credictcard_current_ovd,zx_is_lian3_lei6,loan_is_black,base_has_driverlicensce,zx_account_status,fraud_flag
f75rQay3XCG8rMfpaiHtJuKU5E3icaExy+L98YKKh1s=,2,6,3,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,3,-1,0
N+nC2gpg0+LewAwOD22Sn7oXYW5shXOnEv4qM8yzlw4=,2,2,2,2,3,1,-1,3,3,-1,2,2,-1,2,2,2,2,-1,2,-1,-1,-1,-1,-1,2,2,-1,2,2,2,2,-1,2,2,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
1kCt+QKcER2W6Co8Zp5SC023HtLFiEB3343r51BGiks=,4,1,1,5,1,1,6,3,4,2,6,4,3,6,2,6,4,3,3,2,2,-1,4,2,7,4,3,4,4,4,4,-1,2,4,-1,3,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
Y/xJ0BuyEgTZs/W0+oju/r89dQ02rHDgWUf88rQzGOc=,4,2,1,5,1,2,3,2,2,6,2,2,2,2,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
lf5TyYv+XSLj/DFJbLar6Yyr4P+N86QXSASvp0XqXyI=,3,6,1,5,5,2,5,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,0
mip2Wnxt+Vo7fKh+mBrbnArYOZuUCqXE+3wvlISLJ3M=,4,2,1,5,2,1,5,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,1,1,1,-1,-1,1,1,-1,-1,-1,-1,2,-1,0
mnQv9tbEhyX1yzb8ryIIyOa/PD4t5CNeKUHEuuPOqkQ=,4,2,2,5,2,1,5,2,2,2,6,5,4,7,2,6,5,4,2,2,4,-1,-1,4,7,5,4,4,5,7,5,4,3,5,3,5,2,1,1,1,1,-1,1,-1,-1,-1,-1,-1,2,-1,0
o5rBB7lkO3rwstLnlzDjNJhr10iz5SPSUoarz+IYnkM=,1,2,3,5,2,2,3,2,2,5,2,2,-1,2,4,2,2,2,-1,-1,-1,-1,-1,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,7,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
oT0yoB0oh9h4S9RLHKOn4PqfJcwdKE7DwmS2m4AljY0=,1,2,2,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,1,1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
qKh3sVQrFpHWWImMBlFwRwOKOK+2mY9qGmd//3BDhjI=,3,1,3,4,1,5,-1,2,2,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,0
kR+FhFCMn4IfdTB04WGynfcoIy+fE4v9l9vuyqq4Ajc=,1,2,2,4,4,1,3,2,2,6,4,2,-1,4,4,4,2,-1,3,-1,4,-1,-1,3,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,7,3,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
QU3KsZVxKGL/AKnVb6bSYYKk+RgpxZ5CquL6pjPLrHo=,4,1,1,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,2,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,3,-1,0
lSNZtVU86QE3Z1rOJeC+WevtmXqVs50qVF7g+A+N2N0=,2,2,1,4,2,2,5,2,2,5,4,3,2,3,4,3,2,4,-1,3,2,-1,4,-1,2,2,2,2,2,-1,2,-1,-1,-1,-1,8,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
RCZaLHmXl8f+AFCZyd7RNxge5xUo8VAPBvSFmbRHyA4=,3,4,2,4,5,1,5,2,3,2,3,2,-1,3,2,3,2,-1,-1,-1,3,-1,-1,3,2,2,-1,2,2,2,2,-1,2,2,-1,7,2,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,0
Sw2CDBO41h2qgQyd4ulQChge5xUo8VAPBvSFmbRHyA4=,1,2,3,4,2,2,-1,2,2,-1,4,3,-1,3,4,2,3,3,2,-1,-1,-1,-1,-1,3,3,-1,2,3,-1,-1,-1,-1,-1,-1,4,2,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
g9sfGigREUuLYOt4lykXkcFDSsuqhgkbMbDnBodkcqw=,2,6,2,5,5,1,5,2,3,5,6,4,2,6,2,6,3,4,2,2,4,-1,-1,4,4,2,2,4,2,2,2,2,2,2,2,7,2,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0
tJ/BmiW/rgVc/wDyfX1FVNY5RXqEL9zctYILHU55/es=,3,6,2,5,5,3,4,2,3,2,6,6,5,7,2,5,6,4,4,2,4,-1,-1,4,7,6,4,4,6,7,6,4,4,6,-1,7,3,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0
tqKzdaXLrGpl8er0HGHDSTv/V5UdKq5QqfKb5458DwA=,2,6,3,5,5,5,4,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0
HRDcD5d75hDMtdszAqdoojv/V5UdKq5QqfKb5458DwA=,3,3,2,5,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0
U7KSnkz8qr8+QgK541TPzZTxguHIY3CwD04atl0bIj0=,3,3,2,4,3,5,5,3,2,3,3,3,3,3,2,2,3,2,-1,2,-1,-1,3,-1,3,3,3,2,3,3,3,3,2,3,-1,5,2,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0
jBvAjJmPPfPYOYvIob3UIvn9LpUeHz10ytfCjbyFfZA=,5,6,1,5,5,3,5,3,2,6,4,2,2,2,5,2,2,3,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,0
YLsiDpwI5+H2QCPNB18fz+NjWj9G5I5zLX4ZMDVChjs=,3,6,1,5,5,1,6,3,3,4,4,2,-1,4,3,4,2,3,-1,-1,2,-1,-1,2,3,2,-1,3,2,2,2,-1,2,2,-1,3,2,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,0
Z3m2ufyHMH809iEo1Vsbmb89dQ02rHDgWUf88rQzGOc=,3,4,3,5,5,2,6,3,3,2,4,3,-1,3,5,3,2,4,2,3,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,7,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0
40EhwbaSPufK9p8Uiv75pUwqsfNInhL9YHESjgEm0DI=,4,6,3,5,5,1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,1,1,1,1,-1,-1,-1,-1,3,-1,0
mpPsW0zmI7/P/9qr8h8P/WoRnACCwcU+VF3VwCeV3pQ=,3,3,3,3,5,5,4,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0
5dKyJq12xg2IhjTNokON+m/Rh47ATNWAD/EcAZrSs2c=,2,5,1,4,4,1,6,4,2,6,5,4,-1,4,4,4,3,4,3,3,3,-1,-1,-1,2,2,-1,2,2,2,2,-1,2,2,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
7Od4pMWh6PLwmz4dLrb6d4KEprVQVkpKHHLb91TLyGQ=,1,1,3,3,1,5,5,3,2,2,2,4,3,4,2,2,4,-1,-1,-1,2,2,4,-1,4,4,3,2,4,4,4,3,2,4,3,3,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
k7x2GsJTajX1S45Mk60+1rCDC0U18L/PGRAM+YpMFWU=,6,3,2,5,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,2,-1,0
AY2bFsyQW7bROhakDbmvMTv/V5UdKq5QqfKb5458DwA=,4,6,3,5,5,3,-1,4,4,6,6,4,2,6,4,6,4,3,3,2,2,3,-1,-1,4,2,-1,4,2,-1,-1,-1,-1,-1,-1,7,2,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,3,-1,0
ljbwlhk/IVvMInA5ulgowVMnPbuguH/vGszadhblZIo=,2,2,2,5,2,4,4,2,2,6,2,2,-1,2,4,2,2,-1,2,-1,-1,-1,-1,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,5,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
MSRLuBlIH2P4d3+HHv8hiYrVCVtH9suuBec3AuyP6TE=,2,2,3,4,3,1,3,4,2,6,3,2,-1,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,3,2,-1,3,2,2,2,-1,2,2,-1,5,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
5UrU24MS4xpWknZihCIvtBu5Zg5IcSjnluOYE6ax7Qk=,6,4,2,5,5,2,-1,2,3,3,6,3,-1,5,2,6,3,4,2,-1,4,-1,-1,2,5,3,-1,4,3,2,2,-1,2,2,-1,8,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
nrnXNZPGUo/O5xggeK+7zjv/V5UdKq5QqfKb5458DwA=,1,2,2,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,3,-1,0
8PRi1/sSkqyEtDXLxW+ZE5mjzZA95XvvmZ/hsQYKslw=,3,2,2,5,2,3,5,2,2,-1,2,2,-1,2,4,2,2,-1,2,-1,-1,-1,-1,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
o5OY1sFOWdvar4JXV5pkGxu5Zg5IcSjnluOYE6ax7Qk=,2,6,3,5,5,2,-1,2,2,3,3,3,-1,2,5,2,2,3,-1,3,2,-1,-1,-1,-1,3,-1,-1,-1,-1,3,-1,-1,-1,-1,7,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
Qcap+RzGIiiNEj6BFIALGMFDSsuqhgkbMbDnBodkcqw=,3,2,1,4,1,1,-1,2,2,4,3,2,-1,2,3,2,2,3,-1,2,-1,-1,-1,-1,2,2,-1,2,2,2,2,-1,2,2,-1,6,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
lua8WgJlXgmUKML171wDXFcRZsj5m8D0of5uIC59d90=,5,3,3,1,5,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,0
zwz5JDY2m/san3dC7fcBeeUexO+lDBkowcbxcgKygdo=,5,2,2,5,2,1,5,2,2,3,6,4,2,5,2,5,3,4,3,-1,2,-1,-1,2,3,3,-1,3,2,2,2,-1,2,2,-1,6,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0
EWji1CVjr3WnZK0nMAVADnfsV4irW0L2ZNtxBFAEeYc=,3,6,3,5,5,4,-1,2,2,-1,3,3,-1,3,4,3,2,2,2,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
jmrhuAJpzIhuMlL5g4ADFhdKXTYwUUXh/tvQqpmwC7I=,5,6,3,5,5,3,4,2,3,2,6,6,3,7,2,6,6,4,4,3,4,-1,4,4,7,6,3,4,6,7,6,3,4,6,2,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,3,-1,0
GyJqmV9YMPfhhrNQy2lN5txCX5UNdr4ZDE8iEW1EAYA=,1,4,3,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,0
+OW+9zNVsInNVfvcIv8DKS0DDgTbESC25ZpZXIz6raE=,3,6,3,5,5,2,6,2,2,-1,3,5,-1,5,2,3,5,2,3,-1,-1,-1,-1,-1,6,5,-1,3,5,7,5,-1,3,5,-1,7,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,2,-1,0
ICwm2ubPBEQi9tiul/wQoklE3P4Tdzz1hp8non5e8+E=,3,2,3,4,2,1,6,3,3,-1,3,2,2,3,2,3,2,-1,-1,-1,-1,-1,3,-1,2,2,-1,2,2,2,2,-1,2,2,-1,4,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
QQyROenDHj3SuROz/7Ver7oXYW5shXOnEv4qM8yzlw4=,2,4,1,2,4,1,-1,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
xVFjscgDRn3LWpdBzhqoTpElbA0YTlwyNfzOdfJPy6Q=,3,3,1,4,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
sbAKfsogkDBOMBn+Z+FGKRysw6on1cuvx0QJBT11vl8=,5,2,2,4,4,1,2,2,2,5,3,2,-1,-1,-1,-1,-1,3,-1,3,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,8,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
n50stGH5cbaUXnCabbUv6QohbnxfKNJY34T5NEYcDug=,2,6,2,5,5,1,2,2,2,6,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0
6SLofUpSvFGkjpl+DUl/kdsR2wFaYcSvAv1UmKINXiI=,3,2,2,5,2,2,2,2,2,-1,5,3,-1,-1,-1,-1,-1,4,-1,4,-1,-1,2,-1,-1,3,-1,-1,-1,-1,3,-1,-1,-1,-1,4,2,-1,-1,1,1,1,1,1,-1,-1,-1,-1,2,-1,0
uspOg+gJk9X34jOfmvcTjlMnPbuguH/vGszadhblZIo=,3,2,2,5,2,3,5,2,2,2,4,4,2,2,2,2,2,4,-1,4,-1,-1,2,-1,2,4,2,2,2,2,4,2,2,2,2,4,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
1LySrKeF0fGaoAslLTFDHIrVCVtH9suuBec3AuyP6TE=,3,4,2,4,5,1,6,3,3,2,6,6,4,7,2,6,5,4,4,3,4,-1,-1,4,7,6,4,4,5,7,6,4,4,5,2,8,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
/mYyMmTdRNwDEGt6ukixZhCnXKw9EcRSvcdC1vMV9+Y=,1,4,3,3,5,1,3,2,2,5,3,2,-1,3,4,3,2,2,2,-1,2,-1,-1,2,3,2,-1,3,2,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0
SAyw6PzR9XO9VYdUbSqp/tY5RXqEL9zctYILHU55/es=,1,6,1,5,5,3,4,2,-1,-1,2,2,2,2,5,2,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0
zRj5lczXxSOsg8+oaJjVrhu5Zg5IcSjnluOYE6ax7Qk=,3,1,2,5,5,1,5,2,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
+siHk6LAgl0gmUCbsgRuQZTxguHIY3CwD04atl0bIj0=,4,4,2,5,3,5,5,2,2,-1,2,2,-1,2,2,2,2,-1,-1,4,-1,2,4,-1,2,2,-1,2,2,2,2,-1,2,2,-1,4,2,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0
UkLZgMCnqiRU3fb546EjVVgB9urgMyS42lZIiEC7n4g=,2,6,2,5,5,5,6,2,2,-1,6,3,2,6,4,6,3,4,-1,2,-1,3,-1,-1,6,3,2,4,3,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,2,-1,0
wgtxQeYIyuuHsUuhXy8Jbhge5xUo8VAPBvSFmbRHyA4=,1,6,1,5,5,1,5,2,2,2,4,4,3,5,2,4,4,3,2,-1,4,-1,2,-1,5,4,3,4,4,6,4,3,4,4,2,4,2,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
djauwdrhiEgc8LVbKzgNnlgS75tgjSKIjbYZT/Co3UA=,3,4,1,2,5,1,3,2,2,6,2,2,-1,2,4,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
TYSY+fw8qLo2V6cknGCkYposjEH/gzeHpMkveSVV7d8=,2,2,3,2,2,1,6,4,2,3,3,5,2,5,2,3,5,2,2,-1,4,2,2,3,5,5,2,3,5,6,5,2,3,5,2,4,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
acGcs2ND/6aj5WF6hCAzU70ZvuRySPubS9lBbijN3Rw=,1,5,3,4,5,3,5,2,2,4,5,3,3,4,2,5,2,4,2,3,3,-1,-1,2,4,3,3,4,2,3,3,3,3,2,2,4,2,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
1PV+Zev7dyHAu3DdT5uzGAohbnxfKNJY34T5NEYcDug=,4,3,2,4,5,3,-1,2,3,2,6,6,5,7,2,6,6,4,2,3,4,3,2,4,7,5,3,4,5,6,3,-1,4,3,-1,2,3,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
h3GOb5yzxPz2O2J187+MF3fsV4irW0L2ZNtxBFAEeYc=,3,1,2,5,1,2,-1,2,2,6,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
aP4zxuj/yeN+QidVyIMJIrUfXzGoQfQYstFvW8TDrLw=,2,2,3,1,5,1,3,2,2,6,2,3,3,3,5,2,3,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
28EpbKAptl1tKHP8du67XTAmWb+JV7Dj/5BCMaExQQc=,2,3,3,3,5,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
BuQc4WI/lIEFExMV3mMzWEwqsfNInhL9YHESjgEm0DI=,2,4,3,4,5,1,4,2,2,-1,3,2,-1,3,4,3,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
36KJDFiUsNLW4UEoFyKSJua/PD4t5CNeKUHEuuPOqkQ=,4,4,2,3,5,2,2,2,2,3,2,4,3,4,2,2,4,-1,-1,-1,2,3,3,-1,4,4,3,2,4,4,4,3,2,4,2,5,2,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0
5aUzFuAJ6Sr/9Ca1Lyudeelltorq2yyWMG23Jum5wsA=,1,2,2,2,4,3,5,2,3,6,4,3,-1,4,4,4,3,-1,2,-1,3,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0
3bjCHy3Y39RQiTIMN9xr1yANqx3raFCROHlCNrKMEUQ=,2,2,2,2,4,2,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0
eRNLc3FWD2B+snln5BhoqQohbnxfKNJY34T5NEYcDug=,1,2,3,1,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0
cYm9y/E7IZKZoFqhhgtmGjv/V5UdKq5QqfKb5458DwA=,3,6,3,5,5,2,2,4,2,7,3,4,3,3,4,2,3,4,-1,4,4,-1,3,4,3,4,3,2,3,-1,-1,-1,-1,-1,-1,5,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
xzuwQOPFUe5Vw7I6dYEGQtsR2wFaYcSvAv1UmKINXiI=,2,2,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
6+MaZ1zX87ybKXD5jEeqsRCnXKw9EcRSvcdC1vMV9+Y=,1,6,3,5,5,3,-1,4,3,4,5,3,-1,4,2,4,2,4,2,4,-1,2,-1,-1,3,3,-1,3,2,3,3,-1,3,2,-1,8,2,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,3,-1,0
8ZC1D/utZ3cWcJDXls6AHr89dQ02rHDgWUf88rQzGOc=,1,3,2,5,3,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
RBAMpbpatZcOuFEML2zUa1LMPbHuKJxDQQr4L2GIklI=,6,6,2,5,5,1,6,3,2,2,2,2,-1,2,2,2,2,2,-1,-1,2,-1,-1,-1,2,2,-1,2,2,2,2,-1,2,2,-1,6,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
hOEkLuPMlEm9GOBIauVemYKEprVQVkpKHHLb91TLyGQ=,4,4,3,2,5,1,3,2,3,3,6,3,3,5,2,6,3,2,3,-1,4,-1,-1,3,5,3,3,4,3,3,2,-1,3,2,-1,6,3,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
QvniISNfKdxe5VWAK0VVik7Jxn1aTNJlAwTEwXGRaPs=,4,6,3,5,5,2,-1,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
APOnRShbi5muTWsQY2MlWBge5xUo8VAPBvSFmbRHyA4=,1,6,3,5,5,1,-1,2,2,-1,3,3,2,4,4,3,3,-1,-1,-1,-1,-1,-1,-1,3,3,2,2,3,-1,-1,-1,-1,-1,-1,3,2,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
ArmwdI+E4JNxxzpoeDK8zOUexO+lDBkowcbxcgKygdo=,2,2,1,3,4,3,-1,2,2,6,2,2,-1,2,4,2,2,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0
bW/VFuwRTaSb8ydRYrAtSdxCX5UNdr4ZDE8iEW1EAYA=,1,2,2,1,4,1,6,2,2,6,4,6,4,7,4,4,6,2,-1,-1,4,-1,-1,4,7,6,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,2,-1,0
AwdRllgGQTBFh1nA/Sig34Kk+RgpxZ5CquL6pjPLrHo=,1,3,2,2,3,1,-1,2,2,5,5,3,-1,5,4,5,3,-1,2,-1,4,-1,-1,4,4,3,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0
